BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_USAGE_RATIO,ONEOFF_PURCHASE_RATIO,INSTALLMENT_PURCHASE_RATIO,TOTAL_PURCHASES,PURCHASES_PER_TRX,CASH_ADVANCE_PER_TRX,PAYMENT_RATIO,MINIMUM_PAYMENT_RATIO,FULL_PAYMENT_FLAG,UTILIZATION_RATIO,cluster_without_pca,cluster_pca_14_comp,cluster_pca_3_comp
1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1200.0,1083.301007,2172.697765,0.0,12.0,1.0776041158333334,0.0,0.9999999989140633,920.12,76.67666666666666,0.0,0.9027508391666668,1.8105814708333328,0.0,0.7667666666666667,3,1,3
630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,2000.0,705.6186270000001,155.54906900000003,0.0,12.0,0.315397372,0.9999999993298396,0.0,1492.18,248.69666666666672,0.0,0.3528093135,0.07777453449999999,0.0,0.74609,6,3,8
1516.92862,1.0,3217.99,2500.2299999999996,717.76,0.0,1.0,0.25,0.916667,0.0,0.0,26.0,3000.0,608.2636890000001,490.207013,0.25,12.0,0.5056428733333334,0.7769539368435099,0.22304606284524198,3217.99,123.76884615384614,0.0,0.202754563,0.1634023376666666,0.0,1.0726633333333333,3,0,6
921.693369,1.0,2137.93,419.96,1717.9699999999998,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,1655.891435,251.13798600000007,0.083333,12.0,0.12289244919999992,0.1964329981821514,0.8035670013505296,2137.93,82.22807692307691,0.0,0.22078552466666662,0.03348506480000002,0.0,0.2850573333333333,3,1,6
2772.772734,1.0,0.0,0.0,0.0,346.8113900000001,-5.551115123125783e-17,0.0,0.0,0.083333,1.0,0.0,3000.0,805.6479740000001,989.962866,0.0,12.0,0.924257578,0.0,0.0,0.0,0.0,346.81139,0.2685493246666666,0.329987622,0.0,0.11560379666666659,2,3,7
6886.213231,1.0,1611.7,0.0,1611.6999999999998,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,2109.90649,0.0,12.0,0.860776653875,0.0,0.9999999993797246,1611.7,146.51818181818183,575.37281675,0.24917990962499997,0.2637383112499999,0.0,0.489148908375,1,7,7
2072.074354,0.875,0.0,0.0,0.0,2784.274703,-5.551115123125783e-17,0.0,0.0,0.25,3.0,0.0,3000.0,391.9745620000001,376.579631,0.0,8.0,0.6906914513333333,0.0,0.0,0.0,0.0,928.0915676666668,0.1306581873333333,0.1255265436666666,0.0,0.9280915676666668,2,3,7
41.08948899999996,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.59066199999984,73.20322099999998,0.25,12.0,0.016435795600000025,0.0,0.9999999980736902,519.0,64.875,0.0,0.10183626480000002,0.029281288399999994,0.0,0.2076,3,1,8
1989.072228,1.0,504.35,166.00000000000006,338.35,0.0,0.666667,0.08333299999999999,0.583333,0.0,0.0,9.0,13000.0,1720.837373,744.613395,0.0,12.0,0.153005556,0.3291365116900238,0.6708634863280167,504.35,56.03888888888889,0.0,0.1323721056153846,0.05727795346153841,0.0,0.038796153846153814,3,1,8
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,12465.54938,0.0,12.0,0.8944927332500001,0.0,0.9999999974916136,398.64,33.22,0.0,0.263495116,3.116387345,0.0,0.09965999999999992,0,6,3
2016.684686,1.0,176.67999999999995,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686000000003,13557.297260000001,0.0,12.0,1.008342343,0.0,0.999999994339305,176.67999999999995,22.085,0.0,0.11153430000000003,6.778648629999999,0.0,0.08833999999999997,0,6,3
6369.531318000001,1.0,6359.95,5910.04,449.91,229.02824499999997,1.0,0.9166670000000001,1.0,0.333333,6.0,92.0,11250.0,2077.959051,1659.775075,0.0,12.0,0.5661805616000001,0.9292588776752557,0.07074112216832873,6359.950000000001,69.12989130434782,38.17137416666665,0.18470747119999992,0.1475355622222222,0.0,0.5856869551111111,8,0,1
132.34223999999995,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.32955400000003,0.0,12.0,0.07352346666666659,0.0,0.9999999987740011,815.9,47.99411764705882,0.0,1.3109055322222225,0.0479608633333333,0.0,0.4532777777777778,3,1,0
3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.08333299999999999,0.916667,0.333333,13.0,13.0,9000.0,9479.043841999997,1425.426525,0.0,12.0,0.4222390418888889,0.8131533416942685,0.18684665807086276,4248.35,326.79615384615386,613.4165866153846,1.0532270935555554,0.158380725,0.0,1.3580850695555555,1,7,2
5368.571219,1.0,0.0,0.0,0.0,798.949863,-5.551115123125783e-17,0.0,0.0,0.36363600000000007,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.8947618698333335,0.0,0.0,0.0,0.0,199.73746575,0.2371211178333333,0.2761671461666666,0.0,0.1331583105,2,7,7
169.78167899999994,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.30614200000014,163.005536,0.0,12.0,0.056593893000000006,0.0,0.9999999974970706,399.6,33.300000000000004,0.0,0.07176871400000001,0.054335178666666595,0.0,0.13319999999999999,3,1,0
1615.96724,1.0,102.0,102.0,0.0,244.84048499999994,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.9505689647058824,0.9999999901960785,0.0,102.0,51.0,48.968097,0.5236346147058824,0.5712842405882353,0.0,0.20402381470588227,6,3,7
125.69481700000006,1.0,233.27999999999997,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.7737149999998,164.74881900000003,0.0,12.0,0.12569481700000001,0.0,0.999999995712642,233.27999999999997,19.439999999999998,0.0,0.20777371500000003,0.164748819,0.0,0.23328,3,1,0
7152.864372,1.0,387.05000000000007,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.6812251782857143,0.5284846905348541,0.4715153068809741,387.04999999999995,48.381249999999994,139.7590786875,0.1525188901904761,0.1570334614285714,0.0,0.2498281199047619,1,7,2
22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.76777300000003,159.684442,0.0,12.0,0.003197607246376799,0.0,0.9999999899991963,100.0,20.0,0.0,0.02329967724637677,0.023142672753623084,0.0,0.01449275362318847,3,1,8
12136.21996,1.0,3038.01,1013.2,2024.81,3183.5833009999997,1.0,0.166667,1.0,0.5,10.0,64.0,13000.0,4230.323491,3292.01503,0.0,12.0,0.9335553815384616,0.3335077895288337,0.6664922101426782,3038.01,47.46890625,318.3583301,0.3254094993076923,0.2532319253846153,0.0,0.4785841000769231,1,7,2
1162.273324,1.0,1347.71,400.0,947.71,175.81575499999997,1.0,0.08333299999999999,1.0,0.166667,2.0,45.0,6000.0,645.9982990000001,256.84899099999996,0.0,12.0,0.1937122206666666,0.2967997564039743,0.7032002428531996,1347.71,29.949111111111108,87.9078775,0.1076663831666666,0.04280816516666658,0.0,0.2539209591666667,3,1,0
6732.823064,1.0,324.94999999999993,324.95,0.0,1189.533753,0.08333300000000005,0.08333299999999999,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.6412212441904762,0.9999999969226034,0.0,324.95000000000005,108.31666666666666,396.511251,0.1638208453333333,0.2387376539047619,0.0,0.14423654790476192,6,7,7
125.66045299999996,1.0,636.79,636.79,0.0,0.0,0.9166670000000001,0.9166670000000001,0.0,0.0,0.0,11.0,1200.0,423.4496959999999,196.30188499999997,0.29999999999999993,12.0,0.1047170441666666,0.9999999984296237,0.0,636.79,57.88999999999999,0.0,0.3528747466666667,0.1635849041666666,0.0,0.5306583333333333,6,0,0
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0,0.3197365105454545,0.0,0.9999999981719156,547.28,39.09142857142857,0.0,0.7941461668181818,1.6238689372727273,0.0,0.04975272727272717,0,6,3
1656.350781,1.0,0.0,0.0,0.0,99.264367,-5.551115123125783e-17,0.0,0.0,0.083333,1.0,0.0,1800.0,351.50019900000007,634.569311,0.0,12.0,0.9201948783333334,0.0,0.0,0.0,0.0,99.264367,0.19527788833333332,0.3525385061111111,0.0,0.05514687055555556,2,3,7
7427.076941000001,1.0,0.0,0.0,0.0,8873.375046,-5.551115123125783e-17,0.0,0.0,0.727273,11.0,0.0,9000.0,1636.361601,1986.8436079999997,0.0,11.0,0.8252307712222222,0.0,0.0,0.0,0.0,806.6704587272726,0.1818179556666666,0.2207604008888888,0.0,0.9859305606666666,1,7,2
4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.8094961656000002,0.6898279806390003,0.31017201894064783,2380.55,58.06219512195123,242.52298585714288,0.3235788832,0.308228321,0.0,0.8156421802000001,8,0,6
6269.418144000001,1.0,204.0,204.0,0.0,2925.699862,0.08333300000000005,0.08333299999999999,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.696602016,0.9999999950980392,0.0,204.0,102.0,243.8083218333333,0.13745685122222223,0.2277120932222222,0.0,0.3477444291111111,1,7,2
1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.08333300000000005,0.08333299999999999,0.0,0.333333,6.0,6.0,7500.0,20071.07544,719.948985,0.333333,12.0,0.18821363066666663,0.9999999989618373,0.0,963.24,160.54,1028.9471461666667,2.676143392,0.095993198,0.0,0.9515897169333334,1,7,2
663.44781,0.727273,0.0,0.0,0.0,3133.063934,-5.551115123125783e-17,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.3685821166666667,0.0,0.0,0.0,0.0,1044.354644666667,1.7039210166666667,0.1574074694444444,0.0,1.7405910744444442,2,3,7
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.2616299206666667,0.5150695337221719,0.48493046562361997,1526.59,56.54037037037037,198.947237,0.4207698886666667,0.1210475786666666,0.0,1.238336535666667,6,3,7
4104.710798,1.0,203.82000000000005,203.82,0.0,0.0,0.08333300000000005,0.08333299999999999,0.0,0.0,0.0,1.0,4500.0,868.2752750000001,1801.264841,0.0,12.0,0.9121579551111112,0.9999999950937102,0.0,203.81999999999994,203.82,0.0,0.19295006111111107,0.4002810757777778,0.0,0.0452933333333333,6,3,7
1360.742377,1.0,0.0,0.0,0.0,1481.587093,-5.551115123125783e-17,0.0,0.0,0.083333,1.0,0.0,1500.0,378.2942270000001,321.3541369999999,0.0,12.0,0.907161584666667,0.0,0.0,0.0,0.0,1481.587093,0.2521961513333333,0.2142360913333333,0.0,0.9877247286666668,2,3,7
5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.625405364,0.3079767147131472,0.692023284631432,1525.44,76.272,0.0,0.16827547070588228,0.1551429317647058,0.0,0.1794635294117647,3,0,6
2242.311686,1.0,437.0,97.0,340.0,184.64869199999998,0.333333,0.08333299999999999,0.333333,0.166667,2.0,5.0,2400.0,0.0,864.2065423050828,0.0,12.0,0.9342965358333335,0.2219679628787918,0.7780320348319947,437.0,87.4,92.324346,0.0,0.3600860592937845,0.0,0.2590202883333333,2,3,7
474.4471490000001,0.5,109.74000000000001,0.0,109.74000000000001,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.0130049999998,147.199792,0.0,8.0,0.2790865582352941,0.0,0.9999999908868631,109.74000000000001,36.58,1013.659552,0.10353706176470578,0.08658811294117641,0.0,0.6608232658823529,2,3,8
3910.111237,1.0,0.0,0.0,0.0,1980.873201,-5.551115123125783e-17,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,864.2065423050828,0.0,12.0,0.930978865952381,0.0,0.0,0.0,0.0,282.98188585714286,0.0,0.2057634624535911,0.0,0.4716364764285714,2,7,7
229.86717900000008,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.06965672090909092,0.5868526727236457,0.4131473268571426,2390.6,27.47816091954023,0.0,0.7708950178787879,0.05322964393939386,0.0,0.7244242424242424,8,0,6
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.8664510000001,286.448719,0.083333,12.0,0.21595245825,0.9999999980295566,0.0,507.5,169.16666666666669,347.5485795,0.14696661275,0.0716121797499999,0.0,0.30064928975,6,3,8
4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.4109443214166667,0.7167247224193776,0.2832752764716133,901.42,100.15777777777777,230.55807064864865,0.6761081121666667,0.08436799675000001,0.0,0.7860057178333333,1,7,2
1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.5833329999999999,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.4315554259999999,0.7148800615490194,0.28511993812935543,3107.85,172.65833333333333,0.0,0.559931336,0.5289786404000001,0.0,1.24314,6,0,6
1565.681099,1.0,0.0,0.0,0.0,321.3591349999999,-5.551115123125783e-17,0.0,0.0,0.25,3.0,0.0,3500.0,691.8252789999999,581.481917,0.0,12.0,0.4473374568571428,0.0,0.0,0.0,0.0,107.11971166666666,0.1976643654285714,0.1661376905714285,0.0,0.09181689571428564,2,3,7
464.67415600000004,0.888889,1979.22,1979.2200000000003,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.44609100000002,0.2,9.0,0.1548913853333333,0.9999999994947504,0.0,1979.22,179.92909090909092,1981.265503,1.0366842473333333,0.044148697000000015,0.0,1.3201618343333332,6,0,6
6.660517000000027,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.0167630000001,864.2065423050828,0.0,12.0,0.006660516999999921,0.0,0.9999999967749318,310.0,38.75,0.0,0.417016763,0.8642065423050829,0.0,0.31,3,1,0
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,864.2065423050828,0.0,12.0,0.2186659973333333,0.999999999221123,0.0,1283.9,213.9833333333333,0.0,0.0,0.1440344237175138,0.0,0.2139833333333333,6,3,8
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,864.2065423050828,0.0,12.0,0.9063045365,0.9999999968078654,0.0,313.27,78.3175,133.6937486,0.0,0.2160516355762707,0.0,0.24543468575,6,3,7
2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.9166670000000001,0.9166670000000001,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.3181774172,0.9178686832467928,0.08213131656157202,5217.620000000001,124.22904761904762,0.0,0.7571639484,0.1748686504,0.0,0.6956826666666667,8,0,6
3971.138765,1.0,0.0,0.0,0.0,224.575517,-5.551115123125783e-17,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.99278469125,0.0,0.0,0.0,0.0,74.85850566666667,0.191234682,0.4000530607499999,0.0,0.05614387924999997,2,3,7
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.9156506766666668,0.0,0.9999999956326064,229.0,38.16666666666666,242.647833,0.3517595038333333,0.315837695,0.0,0.1999318886666666,2,7,7
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.2890944666153846,0.9999999911504427,0.0,113.0,56.5,0.0,0.5399517786153846,0.0843239747692307,0.0,0.017384615384615276,6,3,8
1555.793701,1.0,66.20000000000005,66.20000000000005,0.0,0.0,0.08333300000000005,0.08333299999999999,0.0,0.0,0.0,1.0,1600.0,338.0836609999999,837.215674,0.0,12.0,0.972371063125,0.99999998489426,0.0,66.20000000000005,66.2,0.0,0.21130228812500002,0.5232597962500001,0.0,0.041374999999999995,6,3,7
809.582978,0.909091,0.0,0.0,0.0,3819.672466,-5.551115123125783e-17,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.64538699999991,0.090909,11.0,0.1950802356626506,0.0,0.0,0.0,0.0,545.6674951428571,1.0535297946987952,0.05822780409638553,0.0,0.9204030038554216,2,7,7
7.152356000000054,0.09090900000000002,840.0,840.0,0.0,0.0,0.08333300000000005,0.08333299999999999,0.0,0.0,0.0,1.0,1600.0,0.0,864.2065423050828,0.0,12.0,0.0044702225000000095,0.9999999988095238,0.0,840.0,840.0,0.0,0.0,0.5401290889406768,0.0,0.525,6,3,8
1923.886805,1.0,1887.64,0.0,1887.6399999999999,1605.949371,1.0,0.0,1.0,0.083333,4.0,61.0,1850.0,3688.0459979999996,3266.996777,0.083333,12.0,1.0399388135135137,0.0,0.9999999994706741,1887.64,30.94491803278688,401.48734275,1.9935383772972972,1.7659442037837838,0.0,1.8884266870270268,3,1,3
1758.059987,1.0,412.33000000000004,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.4516480000001,897.905444,0.0,12.0,0.976699992777778,0.7887129222013607,0.21128707537354785,412.3299999999999,37.484545454545454,0.0,0.4319175822222222,0.4988363577777778,0.0,0.22907222222222223,6,3,3
809.847455,0.875,0.0,0.0,0.0,908.423608,-5.551115123125783e-17,0.0,0.0,0.125,1.0,0.0,1500.0,146.07476900000006,179.41249300000004,0.0,8.0,0.5398983033333333,0.0,0.0,0.0,0.0,908.423608,0.09738317933333329,0.1196083286666666,0.0,0.6056157386666666,2,3,7
1576.305029,1.0,0.0,0.0,0.0,382.908547,-5.551115123125783e-17,0.0,0.0,0.416667,6.0,0.0,2500.0,540.0222249999999,352.883804,0.0,12.0,0.6305220116,0.0,0.0,0.0,0.0,63.818091166666676,0.21600889,0.1411535216,0.0,0.1531634188,2,3,7
3990.523579,1.0,263.5,190.60000000000002,72.89999999999998,0.0,0.666667,0.08333299999999999,0.583333,0.0,0.0,8.0,6000.0,6876.836205,1001.607366,0.083333,12.0,0.6650872631666667,0.7233396556989007,0.27666034050525923,263.5,32.9375,0.0,1.1461393675,0.1669345609999999,0.0,0.043916666666666604,6,1,7
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,0.9996679329411764,0.9999999992666957,0.0,1363.69,340.9225,0.0,0.9551860870588236,0.5432387458823529,0.0,0.8021705882352942,6,3,7
5487.683724,1.0,419.0999999999999,0.0,419.1,625.399386,0.9166670000000001,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,0.8780293958400001,0.0,0.9999999976134859,419.1,38.1,156.3498465,0.20611438544,0.3489410988799999,0.0,0.16711990176000008,3,1,3
2990.422186,0.909091,4523.27,1664.0900000000001,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27.0,33.0,7000.0,28232.69446,1107.030803,0.4545450000000001,12.0,0.4272031694285714,0.3678953499640977,0.6321046498142096,4523.27,137.0687878787879,1010.980954074074,4.033242065714284,0.1581472575714285,0.0,4.545679394285714,1,7,2
656.01301,1.0,0.0,0.0,0.0,1474.349901,-5.551115123125783e-17,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.98319300000003,0.25,8.0,0.09371614428571423,0.0,0.0,0.0,0.0,491.449967,0.13006542642857138,0.02014045614285709,0.0,0.2106214144285714,2,3,8
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.10000000000000002,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,0.8039877417777778,0.7046925329812403,0.2953074656179524,713.9,89.2375,0.0,0.3951188524444444,0.2767811982222222,0.0,0.3172888888888889,6,3,0
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.000000000000001,6000.0,1305.177304,175.51034399999992,0.0,11.0,0.08872241949999998,0.652372653670262,0.3476273450669396,791.94,113.13428571428572,0.0,0.21752955066666663,0.02925172399999998,0.0,0.13199,6,3,8
5860.433624000001,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,0.9767389373333335,0.4440528940074165,0.5559471042124642,561.87,40.13357142857143,0.0,0.3316741663333333,0.3602380456666667,0.0,0.09364499999999992,3,1,3
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,0.15705804081818184,0.9999999983501344,0.0,606.11,35.65352941176471,0.0,0.2690836858181818,0.056696090272727234,0.0,0.05510090909090898,6,0,6
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.18654200000003,0.0,12.0,0.3858731193333333,0.0,0.9999999968749762,320.0,40.0,0.0,0.9592737126666666,0.126791028,0.0,0.21333333333333326,3,1,0
1205.716678,1.0,0.0,0.0,0.0,38.325800999999956,-5.551115123125783e-17,0.0,0.0,0.083333,1.0,0.0,1200.0,29.27867100000003,8242.687678,0.0,12.0,1.0047638983333331,0.0,0.0,0.0,0.0,38.325800999999984,0.02439889249999988,6.868906398333333,0.0,0.03193816749999995,0,6,3
6593.820644000001,1.0,388.65999999999997,388.66,0.0,4621.93458,0.583333,0.5833329999999999,0.0,0.416667,7.0,7.000000000000001,7000.0,1624.583114,2503.40234,0.0,12.0,0.9419743777142857,0.999999997427057,0.0,388.6600000000001,55.52285714285715,660.2763685714286,0.232083302,0.3576289057142857,0.0,0.7157992257142857,1,7,2
17.357563000000027,0.909091,244.85000000000002,40.210000000000036,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.8020819999999,121.523416,0.181818,12.0,0.003471512599999893,0.164222992998885,0.8357770029160747,244.85000000000002,18.834615384615383,0.0,0.0715604164,0.02430468320000001,0.0,0.048970000000000014,3,1,0
81.58471099999997,0.27272699999999994,0.0,0.0,0.0,2985.300006,-5.551115123125783e-17,0.0,0.0,0.166667,5.0,0.0,9500.0,116.56903299999999,164.692136,0.0,12.0,0.008587864315789395,0.0,0.0,0.0,0.0,597.0600012,0.012270424526315715,0.017336014315789405,0.0,0.3142421058947368,2,3,8
3.7863099999999577,0.636364,133.04999999999995,28.200000000000045,104.85000000000002,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.05343199999993,99.53373499999998,0.44444399999999995,12.0,0.00031552583333327444,0.2119503929954874,0.7880495994886587,133.04999999999995,26.61,0.0,0.017504452666666614,0.008294477916666598,0.0,0.011087500000000028,3,1,8
